title,url,text_for_llm,occ_relevant,occ_relevant_reasoning,gwa,gwa_reasoning,iwa,iwa_reasoning,dwa,dwa_reasoning,task,task_reasoning,deployability,deployability_reasoning,workflow_auto,workflow_auto_reasoning
iRacing,https://mcp.so/server/iracing-data-mcp-server/emilioSp,Description: Node.js mcp server for iRacing data api Use cases: Developing applications that require real-time racing data. Analyzing racing performance metrics. Creating visualizations for racing statistics.,Yes,"The MCP server provides access to real-time racing data, performance metrics analysis, and racing statistics visualizations, all of which are concrete tasks performed by data analysts, sports statisticians, and software developers in the motorsports industry, as represented in O*NET.",Getting Information; Analyzing Data or Information; Processing Information,"The MCP server provides access to real-time iRacing data, which enables users to gather, analyze, and visualize racing performance metrics. These activities directly map to obtaining information, processing and analyzing data, and creating visual representations, but do not involve interpersonal, physical, or equipment-operating tasks.",,,,,,,,,,
mentor-mcp-server,https://mcp.so/server/cyanheads_mentor-mcp-server/MCP-Mirror,Description: Mirror of Use cases: Conducting thorough code reviews to improve software quality. Evaluating design documents for user interface improvements. Providing feedback on technical writing and documentation. Brainstorming new features and assessing their feasibility.,Yes,"The MCP server is described as enabling activities such as code reviews, evaluating design documents, providing feedback on technical writing, and brainstorming features—all of which are concrete, occupationally relevant tasks commonly performed by software engineers, technical writers, and product designers as represented in O*NET.",Analyzing Data or Information; Evaluating Information to Determine Compliance with Standards; Interpreting the Meaning of Information for Others; Providing Consultation and Advice to Others; Thinking Creatively,"The MCP server enables activities such as reviewing code, evaluating design documents, providing feedback on technical writing, and brainstorming features. These tasks involve analyzing information, evaluating quality, interpreting information, providing advice, and creative thinking. Therefore, the relevant GWAs are those that cover information analysis, evaluation, consultation, and creative ideation.",,,,,,,,,,
Sonar MVP Server,https://mcp.so/server/sonar-mcp-server/lreimer,Description: A MCP server implementation for the SonarQube Cloud API in Golang. Use cases: Integrating SonarQube analysis into CI/CD pipelines. Automating code quality checks in development workflows. Building custom tools that leverage SonarQube data.,Yes,"The MCP server integrates with the SonarQube Cloud API to automate code quality checks and analysis, which are standard tasks performed by software developers and DevOps engineers in professional settings, such as integrating code analysis into CI/CD pipelines.","Getting Information; Processing Information; Evaluating Information to Determine Compliance with Standards; Monitoring Processes, Materials, or Surroundings","The MCP server for SonarQube Cloud API enables automated code quality analysis, integration into CI/CD pipelines, and access to code quality data. These activities primarily involve obtaining information from code analysis, processing and evaluating that information against standards, and monitoring code quality as part of development workflows.",,,,,,,,,,
mcp_py_exam,https://mcp.so/server/mcp_py_exam/istanadodan,Description: MCP servers and client with gemini Use cases: Building applications that require efficient server-client communication. Developing tools that leverage the Gemini protocol for data transfer. Educational purposes for understanding server-client architecture in Python.,Yes,"The description indicates that the MCP server is used for building applications requiring server-client communication and leveraging the Gemini protocol, which are tasks commonly performed by software developers and align with standardized job tasks in O*NET related to software development and systems integration.",Getting Information; Processing Information; Analyzing Data or Information; Updating and Using Relevant Knowledge,"The MCP server is primarily focused on enabling efficient server-client communication, data transfer using the Gemini protocol, and supporting application development and educational use in server-client architecture. These activities directly involve obtaining, processing, and analyzing information, as well as updating technical knowledge.",,,,,,,,,,
mcp-server-rubygems,https://mcp.so/server/mcp-server-rubygems/6,Description: A Model Context Protocol (MCP) server for fetching rubygems metadata via rubygems.org API Use cases: Developers can retrieve metadata for RubyGems to integrate into their applications. Users can search for specific RubyGems based on queries. Gem maintainers can check dependencies and ownership information.,Yes,"The MCP server enables retrieval of RubyGems metadata, searching for gems, and checking dependencies and ownership, which are tasks commonly performed by software developers and maintainers as part of their occupational duties, aligning with standardized job tasks in O*NET related to software development and maintenance.",Getting Information; Processing Information,"The MCP server enables users to retrieve, search, and access metadata about RubyGems, which directly involves obtaining and processing information about software packages. These activities align with ""Getting Information"" and ""Processing Information,"" as users are primarily gathering and utilizing data from the rubygems.org API.",,,,,,,,,,
MCP-testing: OpenWebUI + mcpo Integration,https://mcp.so/server/MCP-testing/cycloarcane,Description: A repository to test MCP servers and interations. Use cases: Validating the performance of MCP servers under different loads. Ensuring compatibility between different versions of MCP servers. Automating the testing process for continuous integration workflows.,Yes,"The MCP server is described as a tool for testing, validating, and automating the performance and compatibility of MCP servers, which aligns with standardized job tasks in software quality assurance, DevOps, and continuous integration—roles that are common and paid in the formal economy.",Getting Information; Analyzing Data or Information; Evaluating Information to Determine Compliance with Standards; Processing Information,"The MCP server is designed to test, validate, and automate the evaluation of AI model context protocol servers, which involves gathering information about server performance, analyzing test results, evaluating compliance and compatibility, and processing/testing data. These activities align with GWAs related to information gathering, analysis, evaluation, and processing.",,,,,,,,,,
Stability AI MCP Server,https://mcp.so/server/mcp-server-stability-ai/tadasant,"Description: MCP Server integrating MCP Clients with Stability AI-powered image manipulation functionalities: generate, edit, upscale, and more. Use cases: Creating unique digital art from text prompts. Preparing product images for e-commerce by removing backgrounds. Enhancing image quality for print-ready materials.",Yes,"The MCP server provides image generation, editing, background removal, and upscaling functionalities, which are concrete tasks performed in occupations such as graphic design, product photography, and digital marketing, as represented in O*NET.",Getting Information; Processing Information; Thinking Creatively,"The MCP server enables AI assistants to generate, edit, and enhance images based on user input, which involves obtaining information (such as prompts or images), processing that information to create or modify images, and applying creative thinking to produce unique digital art or improved visuals. These activities align with ""Getting Information,"" ""Processing Information,"" and ""Thinking Creatively.""",,,,,,,,,,
MCP Lab,https://mcp.so/server/mcp-lab/LPFerreira33,"Description: This repository contains a modular setup for experimenting with MCP in Python. It includes both a server and a client, as well as reusable tool modules. Use cases: Developing and testing new MCP tools and functionalities. Learning and experimenting with server-client architecture in Python. Customizing and extending the MCP protocol for specific applications.",Yes,"The MCP server is described as a modular system for developing, testing, and experimenting with server-client architectures and tool modules in Python, which are activities directly relevant to software development and engineering occupations as represented in O*NET.",Getting Information; Processing Information; Analyzing Data or Information,"The MCP server enables AI assistants to access, process, and experiment with external tools, APIs, and data sources, which directly involves obtaining, analyzing, and processing information. Its primary use cases are developing, testing, and customizing tool integrations, all of which center on handling data and information flows between systems.",,,,,,,,,,
Python Shopify MCP Server for Claude,https://mcp.so/server/shopify-mcp-server/abhi-mahule,Description: Shopify MCP server Use cases: Retrieve product details and inventory status. Analyze customer spending patterns. Manage and track orders efficiently. Provide contextual assistance in e-commerce conversations.,Yes,"The described MCP server enables retrieval of product details, inventory management, customer spending analysis, and order tracking—tasks that are core to roles such as retail sales managers, e-commerce analysts, and order clerks, as represented in O*NET.",Getting Information; Analyzing Data or Information; Processing Information; Providing Consultation and Advice to Others,"The Shopify MCP server enables retrieval and analysis of product, inventory, customer, and order data, as well as providing contextual assistance in e-commerce conversations. These activities map directly to ""Getting Information,"" ""Analyzing Data or Information,"" ""Processing Information,"" and ""Providing Consultation and Advice to Others,"" as they involve accessing, interpreting, and communicating business data to support e-commerce operations.",,,,,,,,,,
Web Content MCP,https://mcp.so/server/web-content-mcp/hmalfee,Description: An MCP server that provides web content to your agent. Use cases: Searching for information on the web and summarizing results. Directly accessing and scraping content from specific URLs. Integrating with development environments for automated content retrieval.,Yes,"The MCP server enables searching for information on the web, summarizing results, and scraping content from URLs, all of which are concrete tasks performed by roles such as researchers, analysts, and content curators, as represented in O*NET.",Getting Information; Processing Information,"The MCP server enables AI agents to search for, retrieve, and summarize web content, which directly maps to the human work activity of gathering and processing information from external sources. This aligns most closely with ""Getting Information"" and ""Processing Information,"" as these GWAs encompass searching for, retrieving, and handling data or content from the web or specific URLs.",,,,,,,,,,
MCP Chat Adapter,https://mcp.so/server/mcp-chat-adapter/aiamblichus,Description: MCP server for using OpenAI compatible chat endpoints Use cases: Managing multiple chat conversations with language models. Integrating chat capabilities into applications using OpenAI APIs. Facilitating seamless user interactions with AI chatbots.,Yes,"The MCP server enables integration of OpenAI-compatible chat endpoints, which facilitates managing multiple chat conversations and integrating chat capabilities into applications—activities that align with standardized occupational tasks such as customer support, virtual assistance, and chatbot development, all of which are common paid roles in the formal economy.",Getting Information; Processing Information; Communicating with People Outside the Organization,"The MCP server enables AI assistants to manage and facilitate chat-based interactions, access and process information via chat endpoints, and integrate chat capabilities into applications. This directly involves ""Getting Information"" (retrieving and exchanging data through chat), ""Processing Information"" (handling and managing chat content), and ""Communicating with People Outside the Organization"" (enabling external user interactions via chatbots).",,,,,,,,,,
mcp_test_with_ollama,https://mcp.so/server/mcp_test_with_ollama/MasudOsmanmr9,Description: an custom mcp server and custom mcp client project powered by ollama's llama 3.2 Use cases: Creating a unique gaming environment for Minecraft players. Testing custom modifications and features in Minecraft. Collaborating with other developers to enhance Minecraft gameplay.,No,"The described MCP server is focused on creating unique gaming environments, testing modifications, and collaborating to enhance Minecraft gameplay, all of which are primarily entertainment or hobbyist activities and not standardized occupational tasks as represented in O*NET.",,,,,,,,,,,,
DiceDB MCP,https://mcp.so/server/dicedb-mcp/pottekkat,Description: A Model Context Protocol (MCP) server implementation for DiceDB to enable AI applications to interact with DiceDB databases. Use cases: Enabling AI applications to store and retrieve data from DiceDB. Facilitating communication between different AI systems and the DiceDB database. Testing connectivity and functionality of the DiceDB server.,Yes,"The MCP server enables AI applications to store and retrieve data from DiceDB and facilitates communication between AI systems and the database, which are concrete tasks commonly performed by database administrators, software developers, and data engineers in occupational settings as represented in O*NET.",Getting Information; Processing Information; Documenting/Recording Information,"The MCP server for DiceDB enables AI applications to store, retrieve, and test data connectivity with a database, which directly involves obtaining, processing, and recording information. These activities align with ""Getting Information,"" ""Processing Information,"" and ""Documenting/Recording Information"" as they cover the core database interaction tasks automated by the MCP.",,,,,,,,,,
Claude MCP: Enhance Your Experience with Claude.ai,https://mcp.so/server/claude-mcp/emmapoderoso,Description: Browser extension to enable MCP in claude.ai Use cases: Enhancing productivity while using Claude.ai. Streamlining workflows with additional features. Customizing user preferences for notifications and alerts.,Yes,"The MCP server is described as a browser extension that enhances productivity, streamlines workflows, and customizes notifications for users of Claude.ai, which are activities commonly associated with occupational tasks such as administrative support, information management, or productivity enhancement in office settings.","Getting Information; Processing Information; Organizing, Planning, and Prioritizing Work","The MCP browser extension enables Claude.ai to access external tools, APIs, or data sources, which directly supports activities such as obtaining information, processing it, and enhancing workflows. Its use cases focus on productivity, workflow streamlining, and customization, all of which involve getting and processing information, as well as organizing and planning work.",,,,,,,,,,
comfy-ui-mcp-server MCP server,https://mcp.so/server/comfy-ui-mcp-server/jonpojonpo,Description: what it says on the tin Use cases: Storing and organizing personal or collaborative notes. Generating concise summaries of previous notes for quick reference. Configurable prompt style to adapt summary details based on user preference.,Yes,"The MCP server is described as storing and organizing notes, generating summaries, and allowing configurable prompt styles, all of which are tasks commonly performed in administrative, research, and knowledge management occupations as represented in O*NET.",Documenting/Recording Information; Processing Information; Getting Information; Interpreting the Meaning of Information for Others,"The MCP server described is focused on storing, organizing, and summarizing notes, which involves handling information, creating records, and generating summaries for reference. These activities align most directly with ""Documenting/Recording Information"" and ""Processing Information,"" as well as ""Getting Information"" and ""Interpreting the Meaning of Information for Others"" due to the retrieval and summarization aspects.",,,,,,,,,,
