title,url,text_for_llm,occ_relevant,occ_relevant_reasoning,gwa,gwa_reasoning,iwa,iwa_reasoning,dwa,dwa_reasoning,task,task_reasoning,deployability,deployability_reasoning,workflow_auto,workflow_auto_reasoning
Amadeus MCP Server,https://mcp.so/server/amadeus-mcp/ben4mn,Description: MCP server integrating Amadeus flight search capabilities with Claude Desktop Use cases: Searching for flights between two IATA airport codes. Integrating flight search capabilities into applications using Claude Desktop. Automating flight search queries for travel planning.,Yes,"The MCP server enables searching for flights between IATA airport codes and automates flight search queries, which are concrete tasks performed by travel agents, travel planners, and related occupations as part of their paid work according to O*NET.",Getting Information; Processing Information,"The MCP server enables searching for flights between two IATA airport codes and integrating this capability into applications, which involves retrieving and processing travel information. This directly aligns with the GWA ""Getting Information,"" as it automates the collection of flight data, and ""Processing Information,"" as it may involve handling and organizing the retrieved data for use in applications or travel planning.",,,,,,,,,,
Hubble AI for Solana,https://mcp.so/server/hubble-ai-mcp/HubbleVision,Description: Hubble-ai mcp server Use cases: Analyzing recent Pumpfun transactions. Visualizing transaction trends over time. Generating charts for presentations or reports.,Yes,"The MCP server analyzes financial transactions, visualizes trends, and generates charts for presentations or reports—tasks that align with occupational activities in data analysis, finance, and business reporting as represented in O*NET.",Analyzing Data or Information; Getting Information; Interpreting the Meaning of Information for Others; Processing Information; Documenting/Recording Information,"The MCP server is described as analyzing transactions, visualizing trends, and generating charts, which directly involve processing and analyzing data, obtaining information, and interpreting it for others. These activities align with GWAs related to data analysis, information processing, and presenting information visually or in reports.",,,,,,,,,,
CyberChef API MCP Server,https://mcp.so/server/cyberchef-api-mcp-server/slouchd,Description: CyberChef API MCP Server Use cases: Automating data processing tasks using CyberChef operations. Integrating CyberChef functionalities into custom applications. Batch processing of data with predefined recipes.,Yes,"The MCP server enables automation and integration of CyberChef operations, which are widely used for data processing tasks such as encoding, decoding, and data transformation—activities that are common in IT, cybersecurity, and data analysis occupations as represented in O*NET.",Analyzing Data or Information; Getting Information; Processing Information,"The CyberChef API MCP server automates data processing tasks, integrates CyberChef operations into applications, and enables batch processing of data with recipes. These activities directly involve processing information, analyzing data, and obtaining information from data sources, which align with the GWAs related to information handling and analysis.",,,,,,,,,,
Self-hosted AI starter kit (by the n8n team),https://mcp.so/server/pydantic_lod_test/cedricdcc,Description: pydantic agent workflow using mcp servers to test out advanced retrieval of linked data Use cases: Building custom AI workflows for data processing. Creating chatbots that interact with local models. Developing applications that require integration with various APIs.,Yes,"The MCP server is described as enabling workflows for data processing, chatbot development, and API integration, all of which are concrete tasks commonly performed in occupational settings such as software development, data analysis, and IT support, as represented in O*NET.",Getting Information; Processing Information; Analyzing Data or Information; Updating and Using Relevant Knowledge,"The MCP server enables AI assistants to access external tools, APIs, and data sources for tasks such as advanced data retrieval, building custom workflows, and integrating with various APIs. These activities directly involve getting, processing, and analyzing information, as well as updating and using relevant knowledge to perform data-driven tasks.",,,,,,,,,,
Gitee MCP Server,https://mcp.so/server/mcp-gitee/oschina,"Description: mcp-gitee is a Model Context Protocol (MCP) server implementation for Gitee. It provides a set of tools that interact with Gitee's API, allowing AI assistants to manage repository, issues, pull requests, etc. Use cases: Managing repository issues and pull requests. Automating repository management tasks for AI assistants. Integrating Gitee functionalities into other applications.",Yes,"The MCP server provides tools for managing repository issues and pull requests and automating repository management tasks, which are concrete work activities commonly performed by software developers and project managers as part of their occupational roles, as represented in O*NET.","Getting Information; Documenting/Recording Information; Processing Information; Performing Administrative Activities; Organizing, Planning, and Prioritizing Work","The mcp-gitee server enables AI assistants to interact with Gitee's API to manage repositories, issues, and pull requests. These activities involve obtaining and processing information, documenting actions, and organizing or automating repository management tasks, all of which map directly to several GWAs related to information handling and administrative work.",,,,,,,,,,
iRacing,https://mcp.so/server/iracing-data-mcp-server/emilioSp,Description: Node.js mcp server for iRacing data api Use cases: Developing applications that require real-time racing data. Analyzing racing performance metrics. Creating visualizations for racing statistics.,Yes,"The MCP server provides access to real-time racing data, performance metrics analysis, and racing statistics visualizations, all of which are concrete tasks performed by data analysts, sports statisticians, and software developers in the motorsports industry, as represented in O*NET.",Analyzing Data or Information; Getting Information; Processing Information,"The MCP server provides access to real-time iRacing data, which enables applications to retrieve, process, and analyze racing performance metrics and statistics. This directly supports activities such as obtaining information, analyzing data, and processing information for further use or visualization.",,,,,,,,,,
mentor-mcp-server,https://mcp.so/server/cyanheads_mentor-mcp-server/MCP-Mirror,Description: Mirror of Use cases: Conducting thorough code reviews to improve software quality. Evaluating design documents for user interface improvements. Providing feedback on technical writing and documentation. Brainstorming new features and assessing their feasibility.,Yes,"The MCP server is described as enabling activities such as code reviews, evaluating design documents, providing feedback on technical writing, and brainstorming features—all of which are concrete, occupationally relevant tasks commonly performed by software engineers, technical writers, and product designers as represented in O*NET.","Analyzing Data or Information; Evaluating Information to Determine Compliance with Standards; Judging the Qualities of Objects, Services, or People; Interpreting the Meaning of Information for Others; Providing Consultation and Advice to Others; Thinking Creatively; Documenting/Recording Information; Getting Information; Processing Information; Updating and Using Relevant Knowledge","The MCP server enables AI assistants to conduct code reviews, evaluate design documents, provide feedback on technical writing, and brainstorm features, all of which involve analyzing information, evaluating quality, interpreting meaning, providing advice, and creative thinking. These activities align with several GWAs related to information processing, evaluation, and consultation.",,,,,,,,,,
Sonar MVP Server,https://mcp.so/server/sonar-mcp-server/lreimer,Description: A MCP server implementation for the SonarQube Cloud API in Golang. Use cases: Integrating SonarQube analysis into CI/CD pipelines. Automating code quality checks in development workflows. Building custom tools that leverage SonarQube data.,Yes,"The MCP server integrates with the SonarQube Cloud API to automate code quality checks and analysis, which are standard tasks performed by software developers and DevOps engineers in professional settings, such as integrating code analysis into CI/CD pipelines.",Analyzing Data or Information; Evaluating Information to Determine Compliance with Standards; Getting Information; Processing Information,"The MCP server for SonarQube Cloud API enables automated access to code quality analysis, integration into CI/CD pipelines, and retrieval of code metrics. This directly supports activities such as analyzing data or information, evaluating information to determine compliance with standards, getting information, and processing information, as these are core to code quality checks and reporting.",,,,,,,,,,
mcp_py_exam,https://mcp.so/server/mcp_py_exam/istanadodan,Description: MCP servers and client with gemini Use cases: Building applications that require efficient server-client communication. Developing tools that leverage the Gemini protocol for data transfer. Educational purposes for understanding server-client architecture in Python.,Yes,"The description indicates that the MCP server is used for building applications requiring server-client communication and leveraging the Gemini protocol, which are tasks commonly performed by software developers and align with standardized job tasks in O*NET related to software development and systems integration.",Getting Information; Processing Information; Analyzing Data or Information; Documenting/Recording Information; Updating and Using Relevant Knowledge,"The MCP server facilitates efficient server-client communication and data transfer using the Gemini protocol, which directly supports activities such as obtaining, processing, and analyzing information, as well as documenting or recording data. It can also be used for educational purposes to help users understand server-client architecture, which involves updating and using relevant knowledge.",,,,,,,,,,
mcp-server-rubygems,https://mcp.so/server/mcp-server-rubygems/6,Description: A Model Context Protocol (MCP) server for fetching rubygems metadata via rubygems.org API Use cases: Developers can retrieve metadata for RubyGems to integrate into their applications. Users can search for specific RubyGems based on queries. Gem maintainers can check dependencies and ownership information.,Yes,"The MCP server enables retrieval of RubyGems metadata, searching for gems, and checking dependencies and ownership, which are tasks commonly performed by software developers and maintainers as part of their occupational duties, aligning with standardized job tasks in O*NET related to software development and maintenance.",Getting Information;Processing Information;Analyzing Data or Information;Updating and Using Relevant Knowledge,"The MCP server enables users to retrieve and search for RubyGems metadata, such as dependencies and ownership, which directly supports activities involving obtaining, processing, and analyzing information about software packages. These actions align with ONET GWAs related to gathering and working with information and data.",,,,,,,,,,
MCP-testing: OpenWebUI + mcpo Integration,https://mcp.so/server/MCP-testing/cycloarcane,Description: A repository to test MCP servers and interations. Use cases: Validating the performance of MCP servers under different loads. Ensuring compatibility between different versions of MCP servers. Automating the testing process for continuous integration workflows.,Yes,"The MCP server is described as a tool for testing, validating, and automating the performance and compatibility of MCP servers, which aligns with standardized job tasks in software quality assurance, DevOps, and continuous integration—roles that are common and paid in the formal economy.","Analyzing Data or Information; Evaluating Information to Determine Compliance with Standards; Monitoring Processes, Materials, or Surroundings; Processing Information; Getting Information","The MCP server is designed to test, validate, and automate the evaluation of AI model context protocol servers, focusing on performance, compatibility, and integration. This involves gathering and analyzing data, evaluating compliance with standards, monitoring processes, and processing information as part of automated testing and validation workflows.",,,,,,,,,,
Stability AI MCP Server,https://mcp.so/server/mcp-server-stability-ai/tadasant,"Description: MCP Server integrating MCP Clients with Stability AI-powered image manipulation functionalities: generate, edit, upscale, and more. Use cases: Creating unique digital art from text prompts. Preparing product images for e-commerce by removing backgrounds. Enhancing image quality for print-ready materials.",Yes,"The MCP server provides image generation, editing, background removal, and upscaling functionalities, which are concrete tasks performed in occupations such as graphic design, product photography, and digital marketing, as represented in O*NET.","Processing Information; Identifying Objects, Actions, and Events; Thinking Creatively; Getting Information","The MCP server enables AI-powered image generation, editing, and enhancement based on text prompts or other inputs. These activities directly involve ""Processing Information"" (transforming input prompts or images into new outputs), ""Identifying Objects, Actions, and Events"" (e.g., removing backgrounds or detecting image elements), and ""Thinking Creatively"" (creating unique digital art from prompts). ""Getting Information"" may also apply when extracting or interpreting image content.",,,,,,,,,,
MCP Lab,https://mcp.so/server/mcp-lab/LPFerreira33,"Description: This repository contains a modular setup for experimenting with MCP in Python. It includes both a server and a client, as well as reusable tool modules. Use cases: Developing and testing new MCP tools and functionalities. Learning and experimenting with server-client architecture in Python. Customizing and extending the MCP protocol for specific applications.",Yes,"The MCP server is described as a modular system for developing, testing, and experimenting with server-client architectures and tool modules in Python, which are activities directly relevant to software development and engineering occupations as represented in O*NET.",Analyzing Data or Information; Getting Information; Processing Information; Updating and Using Relevant Knowledge,"The MCP server enables AI assistants to access external tools, APIs, or data sources, which directly supports activities such as gathering, processing, and analyzing information, as well as experimenting with and extending server-client architectures. These capabilities align with GWAs involving information acquisition, analysis, and processing, as well as updating technical knowledge.",,,,,,,,,,
Python Shopify MCP Server for Claude,https://mcp.so/server/shopify-mcp-server/abhi-mahule,Description: Shopify MCP server Use cases: Retrieve product details and inventory status. Analyze customer spending patterns. Manage and track orders efficiently. Provide contextual assistance in e-commerce conversations.,Yes,"The described MCP server enables retrieval of product details, inventory management, customer spending analysis, and order tracking—tasks that are core to roles such as retail sales managers, e-commerce analysts, and order clerks, as represented in O*NET.",Analyzing Data or Information; Getting Information; Processing Information; Providing Consultation and Advice to Others; Documenting/Recording Information,"The Shopify MCP server enables retrieval of product and inventory information, analysis of customer spending, order management, and contextual e-commerce assistance. These functions align with activities such as obtaining and processing information, analyzing data, and providing advice or consultation, as well as tasks related to documenting and recording information.",,,,,,,,,,
Web Content MCP,https://mcp.so/server/web-content-mcp/hmalfee,Description: An MCP server that provides web content to your agent. Use cases: Searching for information on the web and summarizing results. Directly accessing and scraping content from specific URLs. Integrating with development environments for automated content retrieval.,Yes,"The MCP server enables searching for information on the web, summarizing results, and scraping content from URLs, all of which are concrete tasks performed by roles such as researchers, analysts, and content curators, as represented in O*NET.",Getting Information; Processing Information; Documenting/Recording Information; Interpreting the Meaning of Information for Others,"The MCP server enables AI assistants to search for, retrieve, and summarize web content, as well as directly access and scrape information from specific URLs. These activities align with ""Getting Information,"" ""Processing Information,"" ""Documenting/Recording Information,"" and ""Interpreting the Meaning of Information for Others,"" as they involve gathering, handling, recording, and summarizing data from external sources.",,,,,,,,,,
MCP Chat Adapter,https://mcp.so/server/mcp-chat-adapter/aiamblichus,Description: MCP server for using OpenAI compatible chat endpoints Use cases: Managing multiple chat conversations with language models. Integrating chat capabilities into applications using OpenAI APIs. Facilitating seamless user interactions with AI chatbots.,Yes,"The MCP server enables integration of OpenAI-compatible chat endpoints, which facilitates managing multiple chat conversations and integrating chat capabilities into applications—activities that align with standardized occupational tasks such as customer support, virtual assistance, and chatbot development, all of which are common paid roles in the formal economy.",Communicating with People Outside the Organization; Getting Information; Processing Information; Documenting/Recording Information; Performing for or Working Directly with the Public,"The MCP server enables AI assistants to manage chat conversations, integrate chat capabilities, and facilitate user interactions, which directly involves processing and communicating information, as well as obtaining and recording information from users or systems. These activities align with GWAs related to information processing, communication, and documentation.",,,,,,,,,,
mcp_test_with_ollama,https://mcp.so/server/mcp_test_with_ollama/MasudOsmanmr9,Description: an custom mcp server and custom mcp client project powered by ollama's llama 3.2 Use cases: Creating a unique gaming environment for Minecraft players. Testing custom modifications and features in Minecraft. Collaborating with other developers to enhance Minecraft gameplay.,No,"The described MCP server is focused on creating unique gaming environments, testing modifications, and collaborating to enhance Minecraft gameplay, all of which are primarily entertainment or hobbyist activities and not standardized occupational tasks as represented in O*NET.",,,,,,,,,,,,
DiceDB MCP,https://mcp.so/server/dicedb-mcp/pottekkat,Description: A Model Context Protocol (MCP) server implementation for DiceDB to enable AI applications to interact with DiceDB databases. Use cases: Enabling AI applications to store and retrieve data from DiceDB. Facilitating communication between different AI systems and the DiceDB database. Testing connectivity and functionality of the DiceDB server.,Yes,"The MCP server enables AI applications to store and retrieve data from DiceDB and facilitates communication between AI systems and the database, which are concrete tasks commonly performed by database administrators, software developers, and data engineers in occupational settings as represented in O*NET.","Getting Information; Processing Information; Documenting/Recording Information; Monitoring Processes, Materials, or Surroundings","The MCP server for DiceDB enables AI applications to store, retrieve, and facilitate communication of data with a DiceDB database, which directly supports activities involving obtaining, processing, and recording information. It also allows for testing connectivity and functionality, which involves monitoring processes. These functions align with GWAs related to information handling and monitoring.",,,,,,,,,,
Claude MCP: Enhance Your Experience with Claude.ai,https://mcp.so/server/claude-mcp/emmapoderoso,Description: Browser extension to enable MCP in claude.ai Use cases: Enhancing productivity while using Claude.ai. Streamlining workflows with additional features. Customizing user preferences for notifications and alerts.,Yes,"The MCP server is described as a browser extension that enhances productivity, streamlines workflows, and customizes notifications for users of Claude.ai, which are activities commonly associated with occupational tasks such as administrative support, information management, or productivity enhancement in office settings.","Getting Information; Processing Information; Organizing, Planning, and Prioritizing Work","The MCP server, as a browser extension for Claude.ai, enables users to access external tools and data sources, thereby streamlining workflows, enhancing productivity, and customizing notifications. These functions directly involve ""Getting Information,"" ""Processing Information,"" and ""Organizing, Planning, and Prioritizing Work,"" as the extension facilitates information retrieval, workflow management, and user preference customization.",,,,,,,,,,
comfy-ui-mcp-server MCP server,https://mcp.so/server/comfy-ui-mcp-server/jonpojonpo,Description: what it says on the tin Use cases: Storing and organizing personal or collaborative notes. Generating concise summaries of previous notes for quick reference. Configurable prompt style to adapt summary details based on user preference.,Yes,"The MCP server is described as storing and organizing notes, generating summaries, and allowing configurable prompt styles, all of which are tasks commonly performed in administrative, research, and knowledge management occupations as represented in O*NET.",Documenting/Recording Information; Processing Information; Interpreting the Meaning of Information for Others; Getting Information,"The MCP server is described as a system for storing, organizing, and summarizing notes, with configurable prompt styles for summaries. These activities directly involve documenting/recording information, processing information, and generating summaries (interpreting the meaning of information for others). It also involves getting information from stored notes.",,,,,,,,,,
