title,url,text_for_llm,occ_relevant,occ_relevant_reasoning,gwa,gwa_reasoning,iwa,iwa_reasoning,dwa,dwa_reasoning,task,task_reasoning,deployability,deployability_reasoning,workflow_auto,workflow_auto_reasoning
Amadeus MCP Server,https://mcp.so/server/amadeus-mcp/ben4mn,Description: MCP server integrating Amadeus flight search capabilities with Claude Desktop Use cases: Searching for flights between two IATA airport codes. Integrating flight search capabilities into applications using Claude Desktop. Automating flight search queries for travel planning.,Yes,"The MCP server enables searching for flights between airport codes and automating flight search queries, which are tasks commonly performed by travel agents and other professionals in the travel industry for compensation.",Getting Information; Processing Information,"The MCP server automates searching for flights between airport codes, which involves retrieving (Getting Information) and handling (Processing Information) flight data from Amadeus for use in applications or travel planning. These activities directly correspond to the core functions described.",,,,,,,,,,
Hubble AI for Solana,https://mcp.so/server/hubble-ai-mcp/HubbleVision,Description: Hubble-ai mcp server Use cases: Analyzing recent Pumpfun transactions. Visualizing transaction trends over time. Generating charts for presentations or reports.,Yes,"The MCP server enables analysis and visualization of transaction data and generation of charts for presentations or reports, all of which are tasks commonly performed by data analysts and financial professionals as part of their paid work.",Analyzing Data or Information; Visualizing transaction trends over time; Generating charts for presentations or reports.,"The MCP server's primary functions are analyzing transaction data and generating visualizations, which directly correspond to ""Analyzing Data or Information."" Creating charts for presentations or reports also involves ""Interpreting the Meaning of Information for Others.""",,,,,,,,,,
CyberChef API MCP Server,https://mcp.so/server/cyberchef-api-mcp-server/slouchd,Description: CyberChef API MCP Server Use cases: Automating data processing tasks using CyberChef operations. Integrating CyberChef functionalities into custom applications. Batch processing of data with predefined recipes.,Yes,"The MCP server enables automation and integration of CyberChef operations, which are commonly used for data processing tasks such as encoding, decoding, and data transformation—activities that are routinely performed by professionals in fields like cybersecurity, data analysis, and software development.",Processing Information;Analyzing Data or Information,"The CyberChef API MCP server automates data processing tasks and enables batch processing of data using predefined recipes, which directly aligns with ""Processing Information."" Additionally, since CyberChef operations often involve transforming, extracting, or analyzing data, ""Analyzing Data or Information"" is also a primary activity supported by this MCP server.",,,,,,,,,,
Self-hosted AI starter kit (by the n8n team),https://mcp.so/server/pydantic_lod_test/cedricdcc,Description: pydantic agent workflow using mcp servers to test out advanced retrieval of linked data Use cases: Building custom AI workflows for data processing. Creating chatbots that interact with local models. Developing applications that require integration with various APIs.,Yes,"The MCP server enables building custom AI workflows, creating chatbots, and integrating with APIs, all of which are tasks that humans are paid to do in software development, data processing, and automation roles.",Getting Information; Processing Information; Analyzing Data or Information,"The MCP server enables AI assistants to access external tools, APIs, and data sources, which directly supports the activities of obtaining, processing, and analyzing information as part of custom workflows and data retrieval tasks. These GWAs best capture the primary economic activities automated by the MCP server as described.",,,,,,,,,,
Gitee MCP Server,https://mcp.so/server/mcp-gitee/oschina,"Description: mcp-gitee is a Model Context Protocol (MCP) server implementation for Gitee. It provides a set of tools that interact with Gitee's API, allowing AI assistants to manage repository, issues, pull requests, etc. Use cases: Managing repository issues and pull requests. Automating repository management tasks for AI assistants. Integrating Gitee functionalities into other applications.",Yes,"The MCP server enables management of repository issues and pull requests, as well as automating repository management tasks, all of which are activities commonly performed by software developers or project managers as part of their paid work.","Getting Information; Documenting/Recording Information; Processing Information; Making Decisions and Solving Problems; Organizing, Planning, and Prioritizing Work","The MCP server for Gitee automates tasks such as managing repository issues and pull requests, which involve retrieving, recording, and processing information, as well as making decisions and organizing work related to repository management. These activities align directly with the selected GWAs.",,,,,,,,,,
iRacing,https://mcp.so/server/iracing-data-mcp-server/emilioSp,Description: Node.js mcp server for iRacing data api Use cases: Developing applications that require real-time racing data. Analyzing racing performance metrics. Creating visualizations for racing statistics.,Yes,"The MCP server enables access to real-time racing data, analysis of racing performance metrics, and creation of racing statistics visualizations, all of which are tasks that professionals (e.g., data analysts, developers, racing teams) could be paid to perform in the motorsports industry.",Getting Information; Analyzing Data or Information; Processing Information,"The MCP server provides real-time access to iRacing data, which directly supports the activities of obtaining (Getting Information), analyzing (Analyzing Data or Information), and processing (Processing Information) racing metrics for applications such as performance analysis and data visualization.",,,,,,,,,,
mentor-mcp-server,https://mcp.so/server/cyanheads_mentor-mcp-server/MCP-Mirror,Description: Mirror of Use cases: Conducting thorough code reviews to improve software quality. Evaluating design documents for user interface improvements. Providing feedback on technical writing and documentation. Brainstorming new features and assessing their feasibility.,Yes,"The described use cases—code reviews, evaluating design documents, providing feedback on technical writing, and brainstorming features—are all tasks commonly performed by professionals in software development and related fields, for which people are routinely paid.","Analyzing Data or Information; Evaluating Information to Determine Compliance with Standards; Judging the Qualities of Objects, Services, or People; Providing Consultation and Advice to Others; Thinking Creatively","The MCP server automates activities such as code review, design evaluation, and feedback on documentation, which involve analyzing information, evaluating compliance and quality, providing advice, and brainstorming new features, all of which map directly to the selected GWAs.",,,,,,,,,,
Sonar MVP Server,https://mcp.so/server/sonar-mcp-server/lreimer,Description: A MCP server implementation for the SonarQube Cloud API in Golang. Use cases: Integrating SonarQube analysis into CI/CD pipelines. Automating code quality checks in development workflows. Building custom tools that leverage SonarQube data.,Yes,"The MCP server enables integration of SonarQube analysis into CI/CD pipelines and automates code quality checks, both of which are tasks commonly performed by software engineers and DevOps professionals as part of their paid work.","Evaluating Information to Determine Compliance with Standards; Monitoring Processes, Materials, or Surroundings; Analyzing Data or Information","The MCP server automates SonarQube code analysis, which involves evaluating code for compliance with quality standards, monitoring code quality in development workflows, and analyzing code data to identify issues. These activities directly map to the selected GWAs.",,,,,,,,,,
mcp_py_exam,https://mcp.so/server/mcp_py_exam/istanadodan,Description: MCP servers and client with gemini Use cases: Building applications that require efficient server-client communication. Developing tools that leverage the Gemini protocol for data transfer. Educational purposes for understanding server-client architecture in Python.,Yes,"The MCP server enables efficient server-client communication and integration with external tools and APIs, which are foundational tasks in software development and IT—fields where such activities are commonly paid work.",Getting Information; Processing Information; Documenting/Recording Information,"The MCP server enables efficient server-client communication and data transfer using the Gemini protocol, which primarily involves obtaining, processing, and potentially recording information between applications or systems. These activities align most closely with ""Getting Information,"" ""Processing Information,"" and ""Documenting/Recording Information.""",,,,,,,,,,
mcp-server-rubygems,https://mcp.so/server/mcp-server-rubygems/6,Description: A Model Context Protocol (MCP) server for fetching rubygems metadata via rubygems.org API Use cases: Developers can retrieve metadata for RubyGems to integrate into their applications. Users can search for specific RubyGems based on queries. Gem maintainers can check dependencies and ownership information.,Yes,"The MCP server enables retrieval of RubyGems metadata, searching for gems, and checking dependencies and ownership, all of which are tasks that developers and maintainers are commonly paid to perform in software development and maintenance roles.",Getting Information; Processing Information; Analyzing Data or Information,"The MCP server automates the retrieval (Getting Information) and processing (Processing Information) of RubyGems metadata, and enables users to analyze this data (Analyzing Data or Information) for tasks such as searching, integrating, and checking dependencies or ownership.",,,,,,,,,,
MCP-testing: OpenWebUI + mcpo Integration,https://mcp.so/server/MCP-testing/cycloarcane,Description: A repository to test MCP servers and interations. Use cases: Validating the performance of MCP servers under different loads. Ensuring compatibility between different versions of MCP servers. Automating the testing process for continuous integration workflows.,Yes,"The MCP server is described as a tool for testing, validating, and automating the evaluation of MCP servers, which are tasks commonly performed by software testers, QA engineers, or DevOps professionals as part of their paid work.","Evaluating Information to Determine Compliance with Standards; Monitoring Processes, Materials, or Surroundings; Processing Information","The MCP server automates the testing and validation of other MCP servers, which involves monitoring their performance, evaluating their compliance with standards (such as compatibility and load handling), and processing information generated during automated tests. These activities align most closely with the selected GWAs.",,,,,,,,,,
Stability AI MCP Server,https://mcp.so/server/mcp-server-stability-ai/tadasant,"Description: MCP Server integrating MCP Clients with Stability AI-powered image manipulation functionalities: generate, edit, upscale, and more. Use cases: Creating unique digital art from text prompts. Preparing product images for e-commerce by removing backgrounds. Enhancing image quality for print-ready materials.",Yes,"The MCP server enables image generation, editing, and enhancement tasks such as creating digital art, preparing product images for e-commerce, and improving image quality for print, all of which are services for which people are commonly paid in professional settings.",Thinking Creatively; Processing Information; Getting Information,"The MCP server enables AI-powered image generation, editing, and enhancement, which directly automates creative tasks (Thinking Creatively) and the manipulation and transformation of digital image data (Processing Information). It also involves obtaining and using information from text prompts and images (Getting Information).",,,,,,,,,,
MCP Lab,https://mcp.so/server/mcp-lab/LPFerreira33,"Description: This repository contains a modular setup for experimenting with MCP in Python. It includes both a server and a client, as well as reusable tool modules. Use cases: Developing and testing new MCP tools and functionalities. Learning and experimenting with server-client architecture in Python. Customizing and extending the MCP protocol for specific applications.",Yes,"The MCP server enables AI assistants to access external tools, APIs, or data sources, which are activities commonly involved in software development, automation, and integration tasks that people are paid to perform. The use cases include developing and testing new tools and functionalities, which are occupationally relevant activities.",Getting Information; Processing Information; Updating and Using Relevant Knowledge,"The MCP server enables AI assistants to access external tools, APIs, or data sources, which directly supports the activities of obtaining, processing, and utilizing information—core aspects of these GWAs. Its modular and experimental nature also facilitates updating and using relevant knowledge as new tools and functionalities are developed and tested.",,,,,,,,,,
Python Shopify MCP Server for Claude,https://mcp.so/server/shopify-mcp-server/abhi-mahule,Description: Shopify MCP server Use cases: Retrieve product details and inventory status. Analyze customer spending patterns. Manage and track orders efficiently. Provide contextual assistance in e-commerce conversations.,Yes,"The described MCP server enables tasks such as retrieving product details, analyzing customer spending, managing orders, and providing e-commerce assistance, all of which are occupationally relevant activities commonly performed by paid employees in retail and e-commerce sectors.",Getting Information; Analyzing Data or Information; Processing Information; Providing Consultation and Advice to Others,"The Shopify MCP server retrieves product details, inventory status, and customer spending patterns (Getting Information; Processing Information; Analyzing Data or Information), and provides contextual assistance in e-commerce conversations (Providing Consultation and Advice to Others). These activities align directly with the described use cases.",,,,,,,,,,
Web Content MCP,https://mcp.so/server/web-content-mcp/hmalfee,Description: An MCP server that provides web content to your agent. Use cases: Searching for information on the web and summarizing results. Directly accessing and scraping content from specific URLs. Integrating with development environments for automated content retrieval.,Yes,"The MCP server enables searching for information on the web, summarizing results, and scraping content from URLs, all of which are tasks that humans are commonly paid to perform in roles such as research, journalism, and data analysis.",Getting Information; Processing Information; Documenting/Recording Information; Interpreting the Meaning of Information for Others,"The MCP server automates searching for and retrieving web content (Getting Information), extracting and summarizing data (Processing Information), potentially recording or storing retrieved content (Documenting/Recording Information), and providing summarized or interpreted results (Interpreting the Meaning of Information for Others). These activities directly align with the described use cases of the MCP server.",,,,,,,,,,
MCP Chat Adapter,https://mcp.so/server/mcp-chat-adapter/aiamblichus,Description: MCP server for using OpenAI compatible chat endpoints Use cases: Managing multiple chat conversations with language models. Integrating chat capabilities into applications using OpenAI APIs. Facilitating seamless user interactions with AI chatbots.,Yes,"The MCP server enables managing multiple chat conversations with language models and integrating chat capabilities into applications, both of which are tasks that humans are paid to do (e.g., customer support, chatbot development, conversational AI integration).",Getting Information; Processing Information; Communicating with People Outside the Organization,"The MCP server enables AI assistants to manage chat conversations and integrate chat capabilities, which primarily involves obtaining and exchanging information, processing user inputs and responses, and facilitating communication between users and AI systems, often across organizational boundaries.",,,,,,,,,,
mcp_test_with_ollama,https://mcp.so/server/mcp_test_with_ollama/MasudOsmanmr9,Description: an custom mcp server and custom mcp client project powered by ollama's llama 3.2 Use cases: Creating a unique gaming environment for Minecraft players. Testing custom modifications and features in Minecraft. Collaborating with other developers to enhance Minecraft gameplay.,Yes,"The MCP server enables creating unique gaming environments, testing modifications, and collaborating on enhancements for Minecraft, all of which are activities that professional game developers, testers, and modders can be paid to do.",Getting Information; Processing Information; Thinking Creatively; Developing Objectives and Strategies,"The MCP server enables AI assistants to access and interact with external tools and data sources to create, test, and enhance custom Minecraft environments, which involves gathering and processing information, creative problem-solving, and planning or developing new features and strategies for gameplay.",,,,,,,,,,
DiceDB MCP,https://mcp.so/server/dicedb-mcp/pottekkat,Description: A Model Context Protocol (MCP) server implementation for DiceDB to enable AI applications to interact with DiceDB databases. Use cases: Enabling AI applications to store and retrieve data from DiceDB. Facilitating communication between different AI systems and the DiceDB database. Testing connectivity and functionality of the DiceDB server.,Yes,"The MCP server enables AI applications to store and retrieve data from DiceDB and facilitates communication between AI systems and the database, which are tasks commonly performed by database administrators, developers, or IT professionals as part of their paid work.",Getting Information; Processing Information; Documenting/Recording Information,"The MCP server for DiceDB enables AI applications to store, retrieve, and facilitate communication of data with a database, which directly automates the activities of obtaining information, processing it, and recording or documenting it in a structured system.",,,,,,,,,,
Claude MCP: Enhance Your Experience with Claude.ai,https://mcp.so/server/claude-mcp/emmapoderoso,Description: Browser extension to enable MCP in claude.ai Use cases: Enhancing productivity while using Claude.ai. Streamlining workflows with additional features. Customizing user preferences for notifications and alerts.,Yes,"The MCP server enables enhanced productivity, workflow streamlining, and customization of notifications in Claude.ai, all of which are activities that can be occupationally relevant and for which people are commonly paid in professional settings.","Getting Information; Processing Information; Organizing, Planning, and Prioritizing Work","The MCP browser extension enables Claude.ai to access external tools and data sources, which primarily automates the activities of gathering information, processing it for productivity and workflow enhancements, and organizing or streamlining user workflows. These align directly with the listed GWAs.",,,,,,,,,,
comfy-ui-mcp-server MCP server,https://mcp.so/server/comfy-ui-mcp-server/jonpojonpo,Description: what it says on the tin Use cases: Storing and organizing personal or collaborative notes. Generating concise summaries of previous notes for quick reference. Configurable prompt style to adapt summary details based on user preference.,Yes,"The MCP server enables storing, organizing, and summarizing notes, which are tasks commonly performed in professional settings such as administration, research, and project management, and for which people are often paid.",Documenting/Recording Information; Processing Information; Interpreting the Meaning of Information for Others,"The MCP server automates the storage and organization of notes (Documenting/Recording Information), generates summaries (Processing Information), and adapts summaries for user reference (Interpreting the Meaning of Information for Others). These activities align directly with the described use cases.",,,,,,,,,,
